"NSE_CODE","M1CLOSE","M1CLOSEDT","M1RET","M3CLOSE","M3CLOSEDT","M3RET","M6CLOSE","M6CLOSEDT","M6RET","M12CLOSE","M12CLOSEDT","M12RET","CLOSE",
"SAMBHV",120.45,2025-08-29 00:00:00,1.64,127.71,2025-07-31 00:00:00,-4.13,0.001,,12242900,0.001,,12242900,122.43,
"SAMHI",211.38,2025-08-29 00:00:00,1.1,226.01,2025-07-31 00:00:00,-5.45,180.01,2025-04-30 00:00:00,18.72,182.82,2024-10-31 00:00:00,16.89,213.7,
"SAMMAANCAP",123.96,2025-08-29 00:00:00,1.19,126.88,2025-07-31 00:00:00,-1.14,120.55,2025-04-30 00:00:00,4.05,144.22,2024-10-31 00:00:00,-13.03,125.43,
"SAMPANN",28.9,2025-08-29 00:00:00,3.39,30.86,2025-07-31 00:00:00,-3.18,29.26,2025-04-30 00:00:00,2.12,0.001,,2987900,29.88,
"SANATHAN",503.6,2025-08-29 00:00:00,3.01,513.85,2025-07-31 00:00:00,0.95,419.25,2025-04-30 00:00:00,23.73,0.001,,51874900,518.75,
"SANDESH",1179,2025-08-29 00:00:00,3.21,1169.6,2025-07-31 00:00:00,4.04,1110,2025-04-30 00:00:00,9.63,1612.65,2024-10-31 00:00:00,-24.54,1216.9,
"SANDHAR",433.4,2025-08-29 00:00:00,3.69,488.25,2025-07-31 00:00:00,-7.96,370.85,2025-04-30 00:00:00,21.18,489.05,2024-10-31 00:00:00,-8.11,449.4,
"SANDUMA",431.35,2025-08-29 00:00:00,0.65,451.2,2025-07-31 00:00:00,-3.78,460.3,2025-04-30 00:00:00,-5.68,452.3,2024-10-31 00:00:00,-4.01,434.15,
"SANGAMIND",372.05,2025-08-29 00:00:00,1.21,433.4,2025-07-31 00:00:00,-13.12,389.35,2025-04-30 00:00:00,-3.29,392.9,2024-10-31 00:00:00,-4.16,376.55,
"SANGHIIND",62.84,2025-08-29 00:00:00,1.5,66.31,2025-07-31 00:00:00,-3.82,60.34,2025-04-30 00:00:00,5.7,82.43,2024-10-31 00:00:00,-22.63,63.78,
"SANGHVIMOV",326.45,2025-08-29 00:00:00,1.55,271.2,2025-07-31 00:00:00,22.23,262.97,2025-04-30 00:00:00,26.06,404.75,2024-10-31 00:00:00,-18.1,331.5,
"SANGINITA",9.82,2025-08-29 00:00:00,-2.14,10.12,2025-07-31 00:00:00,-5.04,8.99,2025-03-28 00:00:00,6.9,15.92,2024-09-30 00:00:00,-39.64,9.61,
"SANOFI",5144,2025-08-29 00:00:00,-0.63,5825,2025-07-31 00:00:00,-12.25,5943,2025-04-30 00:00:00,-13.99,6794.3,2024-10-31 00:00:00,-24.77,5111.5,
"SANOFICONR",5185.4,2025-08-29 00:00:00,-1.84,4908,2025-07-31 00:00:00,3.71,4940,2025-04-30 00:00:00,3.04,4924.65,2024-10-31 00:00:00,3.36,5090,
"SANSERA",1270.3,2025-08-29 00:00:00,0.52,1335.2,2025-07-31 00:00:00,-4.37,1083.9,2025-04-30 00:00:00,17.81,1520.25,2024-10-31 00:00:00,-16.01,1276.9,
"SANSTAR",81.14,2025-08-29 00:00:00,5.53,90.01,2025-07-31 00:00:00,-4.87,92.37,2025-04-30 00:00:00,-7.3,119.83,2024-10-31 00:00:00,-28.54,85.63,
"SAPPHIRE",327.05,2025-08-29 00:00:00,-0.47,316.6,2025-07-31 00:00:00,2.81,316.5,2025-04-30 00:00:00,2.84,321,2024-10-31 00:00:00,1.4,325.5,
"SARDAEN",598.35,2025-08-29 00:00:00,0.48,447.5,2025-07-31 00:00:00,34.35,452,2025-04-30 00:00:00,33.01,454.2,2024-10-31 00:00:00,32.36,601.2,
"SAREGAMA",482.3,2025-08-29 00:00:00,0.5,483.3,2025-07-31 00:00:00,0.29,524.05,2025-04-30 00:00:00,-7.51,538.3,2024-10-31 00:00:00,-9.96,484.7,
"SARLAPOLY",101.4,2025-08-29 00:00:00,-0.54,109.11,2025-05-23 00:00:00,-7.57,114.88,2024-12-30 00:00:00,-12.21,0.001,,10084900,100.85,
"SARVESHWAR",7.38,2025-08-29 00:00:00,5.15,8.07,2025-07-31 00:00:00,-3.84,6.6,2025-04-30 00:00:00,17.58,9.55,2024-10-31 00:00:00,-18.74,7.76,
"SASKEN",1456.6,2025-08-29 00:00:00,-1.29,1484.2,2025-07-31 00:00:00,-3.13,1535.4,2025-04-30 00:00:00,-6.36,1679.3,2024-10-31 00:00:00,-14.38,1437.8,
"SASTASUNDR",272.55,2025-08-29 00:00:00,-0.35,285.2,2025-07-31 00:00:00,-4.77,252.73,2025-04-30 00:00:00,7.47,318.95,2024-10-31 00:00:00,-14.85,271.6,
"SATIA",81.65,2025-08-29 00:00:00,2.62,85.22,2025-07-31 00:00:00,-1.68,72.64,2025-04-30 00:00:00,15.35,108.85,2024-10-31 00:00:00,-23.02,83.79,
"SATIN",135.29,2025-08-29 00:00:00,3.3,145.26,2025-07-31 00:00:00,-3.79,164.54,2025-04-30 00:00:00,-15.07,162.17,2024-10-31 00:00:00,-13.82,139.75,
"SAURASHCEM",112.24,2025-08-29 00:00:00,5.92,125.04,2025-07-31 00:00:00,-4.93,92.14,2025-04-30 00:00:00,29.02,119.83,2024-10-31 00:00:00,-0.79,118.88,
"SBC",19.11,2025-08-29 00:00:00,1.15,17.5,2025-07-31 00:00:00,10.46,13.35,2025-04-30 00:00:00,44.79,28.55,2024-10-31 00:00:00,-32.29,19.33,
"SBCL",487.3,2025-08-29 00:00:00,3.41,531,2025-07-31 00:00:00,-5.1,437.95,2025-04-30 00:00:00,15.06,659.55,2024-10-31 00:00:00,-23.6,503.9,
"SBFC",105.6,2025-08-29 00:00:00,2.33,104.72,2025-07-31 00:00:00,3.19,102.25,2025-04-30 00:00:00,5.68,86.84,2024-10-31 00:00:00,24.44,108.06,
"SBGLP",37.38,2025-08-29 00:00:00,-0.45,46.25,2025-02-24 00:00:00,-19.55,117.33,2024-11-29 00:00:00,-68.29,0.001,,3720900,37.21,
"SBIBPB",38.9,2025-08-29 00:00:00,2.39,39.93,2025-07-31 00:00:00,-0.25,37.9,2025-04-30 00:00:00,5.09,0.001,,3982900,39.83,
"SBICARD",803.5,2025-08-29 00:00:00,0.91,807.4,2025-07-31 00:00:00,0.43,873.55,2025-04-30 00:00:00,-7.18,688.4,2024-10-31 00:00:00,17.79,810.85,
"SBIETFCON",124.16,2025-08-29 00:00:00,1.3,120.8,2025-07-31 00:00:00,4.11,115.99,2025-04-30 00:00:00,8.43,117.57,2024-10-31 00:00:00,6.97,125.77,
"SBIETFIT",383.38,2025-08-29 00:00:00,1.41,385.07,2025-07-31 00:00:00,0.97,386.48,2025-04-30 00:00:00,0.6,435.02,2024-10-31 00:00:00,-10.62,388.8,
"SBIETFPB",266.15,2025-08-29 00:00:00,0.67,275.79,2025-07-31 00:00:00,-2.85,277.79,2025-04-30 00:00:00,-3.55,256.29,2024-10-31 00:00:00,4.55,267.94,
"SBIETFQLTY",220.36,2025-08-29 00:00:00,1.37,218.19,2025-07-31 00:00:00,2.37,212.58,2025-04-30 00:00:00,5.08,228.44,2024-10-31 00:00:00,-2.22,223.37,
"SBILIFE",1805.5,2025-08-29 00:00:00,0.24,1840.7,2025-07-31 00:00:00,-1.68,1765.8,2025-04-30 00:00:00,2.49,1622.15,2024-10-31 00:00:00,11.57,1809.8,
"SBILIQETF",1003.1,2025-08-28 00:00:00,0.06,0.001,,100365900,0.001,,100365900,0.001,,100365900,1003.66,
"SBIN",802.5,2025-08-29 00:00:00,0.44,796.55,2025-07-31 00:00:00,1.19,788.65,2025-04-30 00:00:00,2.21,820.2,2024-10-31 00:00:00,-1.73,806.05,
"SBINEQWETF",31.43,2025-08-29 00:00:00,0.86,31.25,2025-07-31 00:00:00,1.44,30.33,2025-04-30 00:00:00,4.52,30.66,2024-10-31 00:00:00,3.39,31.7,
"SBISILVER",116.32,2025-08-29 00:00:00,4.46,109.61,2025-07-31 00:00:00,10.86,93.86,2025-04-30 00:00:00,29.46,96.21,2024-10-31 00:00:00,26.3,121.51,
"SCHAEFFLER",3867.4,2025-08-29 00:00:00,0.39,4121.7,2025-07-31 00:00:00,-5.81,3472.9,2025-04-30 00:00:00,11.79,3435.9,2024-10-31 00:00:00,12.99,3882.3,
"SCHAND",192.45,2025-08-29 00:00:00,0.07,225.37,2025-07-31 00:00:00,-14.54,198.43,2025-04-30 00:00:00,-2.94,213.99,2024-10-31 00:00:00,-10,192.59,
"SCI",211.5,2025-08-29 00:00:00,2.85,215.92,2025-07-31 00:00:00,0.74,178.01,2025-04-30 00:00:00,22.2,216.4,2024-10-31 00:00:00,0.52,217.52,
"SCILAL",48.75,2025-08-29 00:00:00,1.42,50.51,2025-07-31 00:00:00,-2.12,47.74,2025-04-30 00:00:00,3.56,62.87,2024-10-31 00:00:00,-21.36,49.44,
"SCODATUBES",169.31,2025-08-29 00:00:00,-1.19,194.47,2025-07-31 00:00:00,-13.98,0.001,,16728900,0.001,,16728900,167.29,
"SCPL",243.1,2025-08-29 00:00:00,-1.16,297.85,2025-07-31 00:00:00,-19.33,317.55,2025-04-30 00:00:00,-24.34,406.55,2024-08-30 00:00:00,-40.9,240.27,
"SDBL",137.23,2025-08-29 00:00:00,-0.36,152.06,2025-07-31 00:00:00,-10.08,134.51,2025-04-30 00:00:00,1.65,100.89,2024-10-31 00:00:00,35.52,136.73,
"SDL26BEES",132.21,2025-08-29 00:00:00,0.38,132.39,2025-07-31 00:00:00,0.24,129.82,2025-04-30 00:00:00,2.23,125.22,2024-10-31 00:00:00,5.98,132.71,
"SEAMECLTD",988.1,2025-08-29 00:00:00,-0.75,796.15,2025-07-31 00:00:00,23.18,974.75,2025-04-30 00:00:00,0.61,1377.3,2024-10-31 00:00:00,-28.8,980.7,
"SECURKLOUD",23.67,2025-08-29 00:00:00,-0.59,24.26,2025-07-31 00:00:00,-3.01,21.34,2025-02-28 00:00:00,10.26,35.89,2024-08-30 00:00:00,-34.44,23.53,
"SELAN",526.2,2025-08-29 00:00:00,5.06,598.35,2025-07-31 00:00:00,-7.6,527.75,2025-04-30 00:00:00,4.76,897.4,2024-10-31 00:00:00,-38.39,552.85,
"SELECTIPO",48.28,2025-08-29 00:00:00,1.41,48.71,2025-07-31 00:00:00,0.51,44.06,2025-04-30 00:00:00,11.12,0.001,,4895900,48.96,
"SELMC",29.41,2025-08-29 00:00:00,3.3,44.12,2025-04-30 00:00:00,-31.14,34.51,2025-01-31 00:00:00,-11.97,0.001,,3037900,30.38,
"SENCO",369.35,2025-08-29 00:00:00,2.42,312.8,2025-07-31 00:00:00,20.94,347.3,2025-04-30 00:00:00,8.93,1220.75,2024-10-31 00:00:00,-69.01,378.3,
"SENORES",690.15,2025-08-29 00:00:00,1.67,688.9,2025-07-31 00:00:00,1.85,506.2,2025-04-30 00:00:00,38.61,0.001,,70164900,701.65,
"SENSEXADD",81.64,2025-08-29 00:00:00,0.58,82.62,2025-07-31 00:00:00,-0.62,81.22,2025-04-30 00:00:00,1.1,80.52,2024-10-31 00:00:00,1.97,82.11,
"SENSEXETF",81.72,2025-08-29 00:00:00,0.71,83,2025-07-31 00:00:00,-0.84,81.47,2025-04-30 00:00:00,1.02,80.43,2024-10-31 00:00:00,2.33,82.3,
"SENSEXIETF",912.99,2025-08-29 00:00:00,0.47,925.74,2025-07-31 00:00:00,-0.92,906.96,2025-04-30 00:00:00,1.13,897.08,2024-10-31 00:00:00,2.25,917.24,
"SEPC",11.24,2025-08-29 00:00:00,2.49,11.72,2025-07-31 00:00:00,-1.71,14.04,2025-04-30 00:00:00,-17.95,26.17,2024-10-31 00:00:00,-55.98,11.52,
"SEQUENT",169.37,2025-08-29 00:00:00,0.64,171.97,2025-07-31 00:00:00,-0.88,144.1,2025-04-30 00:00:00,18.29,232.22,2024-09-30 00:00:00,-26.6,170.46,
"SERVOTECH",122.76,2025-08-29 00:00:00,1.97,136.68,2025-07-31 00:00:00,-8.41,122,2025-04-30 00:00:00,2.61,188.6,2024-10-31 00:00:00,-33.63,125.18,
"SESHAPAPER",265.55,2025-08-29 00:00:00,1.83,271.1,2025-07-31 00:00:00,-0.26,269.4,2025-04-30 00:00:00,0.37,309.1,2024-10-31 00:00:00,-12.52,270.4,
"SETCO",16.31,2025-08-29 00:00:00,-2.33,17.06,2024-12-11 00:00:00,-6.62,0.001,,1592900,0.001,,1592900,15.93,
"SETF10GILT",255.98,2025-08-29 00:00:00,-0.07,257.89,2025-07-31 00:00:00,-0.81,255.57,2025-04-30 00:00:00,0.09,239.38,2024-10-31 00:00:00,6.86,255.79,
"SETFGOLD",87.93,2025-08-29 00:00:00,1.67,84.7,2025-07-31 00:00:00,5.55,81.51,2025-04-30 00:00:00,9.68,68.87,2024-10-31 00:00:00,29.81,89.4,
"SETFNIF50",260.99,2025-08-29 00:00:00,0.79,264.08,2025-07-31 00:00:00,-0.39,257.06,2025-04-30 00:00:00,2.33,255.94,2024-10-31 00:00:00,2.77,263.04,
"SETFNIFBK",550.43,2025-08-29 00:00:00,0.55,572.26,2025-07-31 00:00:00,-3.28,559.95,2025-04-30 00:00:00,-1.16,525.22,2024-10-31 00:00:00,5.38,553.48,
"SETFNN50",700.6,2025-08-29 00:00:00,1.23,713.55,2025-07-31 00:00:00,-0.61,683.27,2025-04-30 00:00:00,3.8,739.42,2024-10-31 00:00:00,-4.08,709.23,
"SFL",692.1,2025-08-29 00:00:00,3.27,662.25,2025-07-31 00:00:00,7.92,644.3,2025-04-30 00:00:00,10.93,832.15,2024-10-31 00:00:00,-14.11,714.7,
"SGFIN",378.4,2025-08-29 00:00:00,0.5,0.001,,38029900,0.001,,38029900,0.001,,38029900,380.3,
"SGIL",533.5,2025-08-29 00:00:00,-0.5,527.55,2025-07-31 00:00:00,0.63,492.55,2025-04-30 00:00:00,7.78,396.45,2024-08-30 00:00:00,33.9,530.85,
"SHAHALLOYS",56.11,2025-08-29 00:00:00,7.31,58.95,2025-07-31 00:00:00,2.14,47.79,2025-03-28 00:00:00,25.99,0.001,,6020900,60.21,
"SHAILY",2232,2025-08-29 00:00:00,-3.02,1586.3,2025-07-31 00:00:00,36.45,1530,2025-04-30 00:00:00,41.47,1054.55,2024-08-30 00:00:00,105.25,2164.5,
"SHAKTIPUMP",807.15,2025-08-29 00:00:00,0.18,891.5,2025-07-31 00:00:00,-9.3,840.75,2025-04-30 00:00:00,-3.82,4917,2024-10-10 00:00:00,-83.56,808.6,
"SHALBY",194.08,2025-08-29 00:00:00,1.18,209.64,2025-07-31 00:00:00,-6.33,189.67,2025-04-30 00:00:00,3.53,236.2,2024-10-31 00:00:00,-16.86,196.37,
"SHALPAINTS",71.73,2025-08-29 00:00:00,-0.72,81.71,2025-07-31 00:00:00,-12.85,104.99,2025-04-30 00:00:00,-32.17,113.84,2024-10-31 00:00:00,-37.45,71.21,
"SHANKARA",925.2,2025-08-29 00:00:00,5.71,1162.4,2025-07-31 00:00:00,-15.86,598.95,2025-04-30 00:00:00,63.29,491.95,2024-10-31 00:00:00,98.81,978.05,
"SHANTIGEAR",559.3,2025-08-29 00:00:00,0.26,554.9,2025-07-31 00:00:00,1.05,474.5,2025-04-30 00:00:00,18.18,558.4,2024-10-31 00:00:00,0.42,560.75,
"SHANTIGOLD",219.72,2025-08-29 00:00:00,2.33,0.001,,22483900,0.001,,22483900,0.001,,22483900,224.84,
"SHARDACROP",949.1,2025-08-29 00:00:00,2.74,1137.55,2025-07-31 00:00:00,-14.28,550.4,2025-04-30 00:00:00,77.16,755.1,2024-10-31 00:00:00,29.14,975.1,
"SHARDAMOTR",1021.1,2025-08-29 00:00:00,2.33,1051.2,2025-07-31 00:00:00,-0.6,1700,2025-04-30 00:00:00,-38.54,2226.9,2024-10-31 00:00:00,-53.08,1044.9,
"SHAREINDIA",145.56,2025-08-29 00:00:00,2.97,176.01,2025-07-31 00:00:00,-14.85,149.67,2025-04-30 00:00:00,0.14,291.7,2024-10-31 00:00:00,-48.62,149.88,
"SHARIABEES",497.34,2025-08-29 00:00:00,1.03,493.42,2025-07-31 00:00:00,1.83,501.56,2025-04-30 00:00:00,0.18,546.41,2024-10-31 00:00:00,-8.04,502.47,
"SHEKHAWATI",21.37,2025-08-29 00:00:00,1.31,0.001,,2164900,0.001,,2164900,0.001,,2164900,21.65,
"SHIVALIK",458.55,2025-08-29 00:00:00,-0.8,603.55,2025-07-31 00:00:00,-24.63,565.9,2025-04-30 00:00:00,-19.61,582.35,2024-10-31 00:00:00,-21.89,454.9,
"SHIVAMAUTO",27.42,2025-08-29 00:00:00,2.3,29.75,2025-07-31 00:00:00,-5.71,28.33,2025-04-30 00:00:00,-0.99,52.56,2024-08-13 00:00:00,-46.63,28.05,
"SHIVAMILLS",71.18,2025-08-29 00:00:00,0.3,75.87,2025-07-31 00:00:00,-5.9,71.93,2025-04-30 00:00:00,-0.75,94.64,2024-10-31 00:00:00,-24.57,71.39,
"SHIVATEX",179.43,2025-08-29 00:00:00,0.49,190.96,2025-07-31 00:00:00,-5.58,192.47,2025-04-30 00:00:00,-6.32,237.43,2024-10-31 00:00:00,-24.06,180.31,
"SHK",248.95,2025-08-29 00:00:00,1.96,257.26,2025-07-31 00:00:00,-1.34,198.69,2025-04-30 00:00:00,27.75,289.8,2024-10-31 00:00:00,-12.42,253.82,
"SHOPERSTOP",539.85,2025-08-29 00:00:00,-1.54,519.6,2025-07-31 00:00:00,2.3,509.85,2025-04-30 00:00:00,4.26,672.75,2024-10-31 00:00:00,-20.99,531.55,
"SHRADHA",60,2025-08-29 00:00:00,1.08,60.82,2025-07-31 00:00:00,-0.28,0.001,,6064900,0.001,,6064900,60.65,
"SHREDIGCEM",97.22,2025-08-29 00:00:00,-2.04,84.26,2025-07-31 00:00:00,13.03,78.62,2025-04-30 00:00:00,21.14,89.7,2024-10-31 00:00:00,6.18,95.24,
"SHREECEM",29275,2025-08-29 00:00:00,2.03,30810,2025-07-31 00:00:00,-3.05,29710,2025-04-30 00:00:00,0.54,25072.15,2024-10-31 00:00:00,19.14,29870,
"SHREEJISPG",252.8,2025-08-29 00:00:00,0.99,0.001,,25529900,0.001,,25529900,0.001,,25529900,255.3,
"SHREEPUSHK",313.8,2025-08-29 00:00:00,0.4,386.65,2025-07-31 00:00:00,-18.52,235.2,2025-04-30 00:00:00,33.95,0.001,,31504900,315.05,
"SHREERAMA",53.9,2025-08-29 00:00:00,12.73,41.04,2025-07-31 00:00:00,48.05,33.19,2025-04-30 00:00:00,83.07,0.001,,6075900,60.76,
"SHRENIK",0.53,2025-08-29 00:00:00,-1.89,0.56,2025-07-31 00:00:00,-7.14,0.57,2025-03-28 00:00:00,-8.77,0.001,,51900,0.52,
"SHRIPISTON",2512.6,2025-08-29 00:00:00,2.02,2401,2025-07-31 00:00:00,6.76,1796.7,2025-04-30 00:00:00,42.67,2160.2,2024-10-31 00:00:00,18.66,2563.3,
"SHRIRAMFIN",580.25,2025-08-29 00:00:00,1.44,630.85,2025-07-31 00:00:00,-6.7,611.7,2025-04-30 00:00:00,-3.78,3138.9,2024-10-31 00:00:00,-81.25,588.6,
"SHRIRAMPPS",85.7,2025-08-29 00:00:00,-0.44,90.47,2025-07-31 00:00:00,-5.69,75.99,2025-04-30 00:00:00,12.28,107.74,2024-10-31 00:00:00,-20.81,85.32,
"SHYAMCENT",7.91,2025-03-04 00:00:00,6.19,7.96,2025-02-28 00:00:00,5.53,14.94,2024-11-29 00:00:00,-43.78,0.001,,839900,8.4,
"SHYAMMETL",905.3,2025-08-29 00:00:00,-0.31,986.6,2025-07-31 00:00:00,-8.52,860.85,2025-04-30 00:00:00,4.84,848.45,2024-10-31 00:00:00,6.37,902.5,
"SIEMENS",3063.7,2025-08-29 00:00:00,2.45,3033.4,2025-07-31 00:00:00,3.48,2901.5,2025-04-30 00:00:00,8.18,6976.3,2024-10-31 00:00:00,-55.01,3138.9,
"TCIEXP",682.85,2025-08-29 00:00:00,-0.21,703.05,2025-07-31 00:00:00,-3.07,674.65,2025-04-30 00:00:00,1.01,973.85,2024-10-31 00:00:00,-30.03,681.45,
"TCPLPACK",3345.8,2025-08-29 00:00:00,1.96,3620,2025-07-31 00:00:00,-5.76,3622.6,2025-04-30 00:00:00,-5.83,3078.45,2024-10-31 00:00:00,10.82,3411.5,
"TCS",3084.7,2025-08-29 00:00:00,0.9,3036.8,2025-07-31 00:00:00,2.5,3453.7,2025-04-30 00:00:00,-9.88,3968.45,2024-10-31 00:00:00,-21.57,3112.6,
"TDPOWERSYS",501.85,2025-08-29 00:00:00,2.24,510.1,2025-07-31 00:00:00,0.59,432.4,2025-04-30 00:00:00,18.66,412.75,2024-10-31 00:00:00,24.31,513.1,
"TEAMLEASE",1784.6,2025-08-29 00:00:00,2.13,1834.7,2025-07-31 00:00:00,-0.66,1890.7,2025-04-30 00:00:00,-3.6,2792.3,2024-10-31 00:00:00,-34.73,1822.6,
"TECH",37.52,2025-08-29 00:00:00,1.36,37.63,2025-07-31 00:00:00,1.06,37.76,2025-04-30 00:00:00,0.72,42.62,2024-10-31 00:00:00,-10.77,38.03,
"TECHM",1481.4,2025-08-29 00:00:00,1.63,1463.7,2025-07-31 00:00:00,2.86,1503,2025-04-30 00:00:00,0.17,1608.65,2024-10-31 00:00:00,-6.41,1505.5,
"TECHNOE",1512.7,2025-08-29 00:00:00,0.2,1456.3,2025-07-31 00:00:00,4.09,1063.5,2025-04-30 00:00:00,42.53,1564.45,2024-10-31 00:00:00,-3.11,1515.8,
"TEGA",1846.9,2025-08-29 00:00:00,4.71,1906,2025-07-31 00:00:00,1.46,1351.6,2025-04-30 00:00:00,43.07,1919.4,2024-10-31 00:00:00,0.75,1933.8,
"TEJASNET",583.55,2025-08-29 00:00:00,0.63,583.55,2025-07-31 00:00:00,0.63,702.3,2025-04-30 00:00:00,-16.39,1341.85,2024-10-31 00:00:00,-56.24,587.2,
"TEMBO",654.6,2025-08-29 00:00:00,-5.32,384.4,2024-09-05 00:00:00,61.23,0.001,,61974900,0.001,,61974900,619.75,
"TEXINFRA",93.78,2025-08-29 00:00:00,0.62,98.95,2025-07-31 00:00:00,-4.64,96.37,2025-04-30 00:00:00,-2.09,117.32,2024-10-31 00:00:00,-19.57,94.36,
"TEXMOPIPES",56.19,2025-08-29 00:00:00,0.27,60.87,2025-07-31 00:00:00,-7.44,57.5,2025-04-30 00:00:00,-2.02,70.89,2024-10-31 00:00:00,-20.52,56.34,
"TEXRAIL",136.8,2025-08-29 00:00:00,1.47,147.15,2025-07-31 00:00:00,-5.67,134.75,2025-04-30 00:00:00,3.01,222.27,2024-10-31 00:00:00,-37.55,138.81,
"TFCILTD",301.05,2025-08-29 00:00:00,6.96,294.24,2025-07-31 00:00:00,9.43,202.55,2025-04-30 00:00:00,58.97,155.2,2024-10-31 00:00:00,107.47,322,
"TGBHOTELS",11.65,2025-08-29 00:00:00,0.34,11.8,2025-07-31 00:00:00,-0.93,9.82,2025-04-30 00:00:00,19.04,15.27,2024-10-31 00:00:00,-23.44,11.69,
"THANGAMAYL",2255.4,2025-08-29 00:00:00,-0.59,1890.6,2025-07-31 00:00:00,18.6,2096.5,2025-04-30 00:00:00,6.95,2285.25,2024-10-31 00:00:00,-1.88,2242.2,
"THEINVEST",152.74,2025-08-29 00:00:00,0.67,162.64,2025-07-31 00:00:00,-5.46,138.1,2025-04-30 00:00:00,11.34,212.72,2024-10-31 00:00:00,-27.72,153.76,
"THEJO",1939.3,2025-08-29 00:00:00,-2.38,2359.5,2025-07-31 00:00:00,-19.77,1789.1,2025-04-30 00:00:00,5.81,2292.2,2024-10-31 00:00:00,-17.41,1893.1,
"THELEELA",399.45,2025-08-29 00:00:00,1.46,413.8,2025-07-31 00:00:00,-2.05,0.001,,40529900,0.001,,40529900,405.3,
"THEMISMED",99.08,2025-08-29 00:00:00,1.71,107.49,2025-07-31 00:00:00,-6.25,129.27,2025-04-30 00:00:00,-22.05,261.9,2024-10-31 00:00:00,-61.52,100.77,
"THERMAX",3207.6,2025-08-29 00:00:00,0.09,3940.4,2025-07-31 00:00:00,-18.52,3291.3,2025-04-30 00:00:00,-2.45,4925.45,2024-10-31 00:00:00,-34.82,3210.6,
"THOMASCOOK",177.73,2025-08-29 00:00:00,-0.22,169.34,2025-07-31 00:00:00,4.72,134.34,2025-04-30 00:00:00,32.01,194.9,2024-10-31 00:00:00,-9.01,177.34,
"THYROCARE",1265.3,2025-08-29 00:00:00,1.96,1325.9,2025-07-31 00:00:00,-2.7,878.1,2025-04-30 00:00:00,46.92,935.2,2024-10-31 00:00:00,37.95,1290.1,
"TI",473.8,2025-08-29 00:00:00,1.47,492.2,2025-07-31 00:00:00,-2.33,286.62,2025-04-30 00:00:00,67.73,290.05,2024-10-31 00:00:00,65.75,480.75,
"TIIL",2467,2025-08-29 00:00:00,0.28,3120.2,2025-07-31 00:00:00,-20.72,2344.4,2025-04-30 00:00:00,5.52,2987.95,2024-10-31 00:00:00,-17.21,2473.8,
"TIINDIA",2961.6,2025-08-29 00:00:00,6.05,2840.7,2025-07-31 00:00:00,10.57,2898.6,2025-04-30 00:00:00,8.36,4481.95,2024-10-31 00:00:00,-29.92,3140.9,
"TIMETECHNO",456.8,2025-08-29 00:00:00,2.07,467.45,2025-07-31 00:00:00,-0.26,337.6,2025-04-30 00:00:00,38.11,423.2,2024-10-31 00:00:00,10.17,466.25,
"TIMKEN",2888.2,2025-08-29 00:00:00,1.51,3318.9,2025-07-31 00:00:00,-11.66,2452.5,2025-04-30 00:00:00,19.55,3388.75,2024-10-31 00:00:00,-13.48,2931.9,
"TINNARUBR",801.65,2025-08-29 00:00:00,0.71,908.05,2025-07-31 00:00:00,-11.09,947.15,2025-04-30 00:00:00,-14.76,0.001,,80734900,807.35,
"TIPSFILMS",449.3,2025-08-29 00:00:00,0.09,502.25,2025-07-31 00:00:00,-10.46,496,2025-04-30 00:00:00,-9.33,538,2024-08-30 00:00:00,-16.41,449.7,
"TIPSMUSIC",581.75,2025-08-29 00:00:00,-0.58,588.65,2025-07-31 00:00:00,-1.74,629.55,2025-04-30 00:00:00,-8.12,888.65,2024-10-31 00:00:00,-34.91,578.4,
"TIRUMALCHM",291.3,2025-08-29 00:00:00,1.08,299,2025-07-31 00:00:00,-1.52,245.03,2025-04-30 00:00:00,20.17,304.8,2024-10-31 00:00:00,-3.4,294.45,
"TIRUPATIFL",38.65,2025-08-29 00:00:00,0.36,0.001,,3878900,0.001,,3878900,0.001,,3878900,38.79,
"TITAGARH",825.5,2025-08-29 00:00:00,2.12,860.15,2025-07-31 00:00:00,-1.99,747.1,2025-04-30 00:00:00,12.84,1221.65,2024-10-31 00:00:00,-30.99,843,
"TITAN",3628.8,2025-08-29 00:00:00,-0.28,3347.3,2025-07-31 00:00:00,8.11,3379.7,2025-04-30 00:00:00,7.07,3267.05,2024-10-31 00:00:00,10.76,3618.6,
"TMB",423.4,2025-08-29 00:00:00,-0.19,455.6,2025-07-31 00:00:00,-7.24,437.75,2025-04-30 00:00:00,-3.46,450.2,2024-10-31 00:00:00,-6.13,422.6,
"TNIDETF",91.89,2025-08-29 00:00:00,1.56,91.88,2025-07-31 00:00:00,1.57,86.93,2025-04-30 00:00:00,7.35,92.71,2024-10-31 00:00:00,0.66,93.32,
"TNPL",162.42,2025-08-29 00:00:00,0.36,160.53,2025-07-31 00:00:00,1.54,131.64,2025-04-30 00:00:00,23.83,178.12,2024-10-31 00:00:00,-8.48,163.01,
"TOKYOPLAST",126.09,2025-08-29 00:00:00,-0.89,122.19,2025-07-31 00:00:00,2.28,132.27,2025-04-30 00:00:00,-5.52,121.63,2024-10-31 00:00:00,2.75,124.97,
